company_name,cik,has_exhibit21,exhibit21_url,subsidiary_count,reason
MGT Capital Investments Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Miami Breeze CAR CARE Inc,1872066,False,,0,"10-K found, but Exhibit-21 missing"
Microbot Medical Inc,883975,False,,0,"10-K found, but Exhibit-21 missing"
Microchip Technology Inc,827054,True,https://www.sec.gov/Archives/edgar/data/827054/000082705425000077/ex211q4fy25.htm,16,Exhibit-21 found
micromobility.com Inc,1788841,True,https://www.sec.gov/Archives/edgar/data/1788841/000107997325000651/ex21x1.htm,14,Exhibit-21 found
Micron Technology Inc,723125,True,https://www.sec.gov/Archives/edgar/data/723125/000072312525000028/a2025q4ex211-subsidiarieso.htm,13,Exhibit-21 found
Micropac Industries Inc,72162,True,https://www.sec.gov/Archives/edgar/data/72162/000155837025002417/nl-20241231xex21d1.htm,5,Exhibit-21 found
Microstrategy Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Microvast Holdings Inc,1760689,True,https://www.sec.gov/Archives/edgar/data/1760689/000176068925000010/mvst20241231ex211subsidiar.htm,10,Exhibit-21 found
Microvision Inc,65770,True,https://www.sec.gov/Archives/edgar/data/65770/000164117225000783/ex21-1.htm,0,Exhibit-21 found
MID America Apartment Communities Inc,912595,True,https://www.sec.gov/Archives/edgar/data/912595/000095017025016287/maa-ex21_1.htm,45,Exhibit-21 found
MID PENN Bancorp Inc,879635,False,,0,"10-K found, but Exhibit-21 missing"
Midcap Financial Investment Corp,1278752,False,,0,"10-K found, but Exhibit-21 missing"
Middleby Corp,769520,True,https://www.sec.gov/Archives/edgar/data/769520/000076952025000009/midd-ex21x2024122824x10k.htm,115,Exhibit-21 found
Middlefield BANC Corp,836147,False,,0,"10-K found, but Exhibit-21 missing"
Midland States Bancorp Inc,1466026,False,,0,"10-K found, but Exhibit-21 missing"
Milestone Pharmaceuticals Inc,1408443,False,,0,"10-K found, but Exhibit-21 missing"
Mill City Ventures III Ltd,1144967,False,,0,No 10-K found
Miller Industries Inc,924822,True,https://www.sec.gov/Archives/edgar/data/924822/000155837025002276/mlr-20241231xex21.htm,7,Exhibit-21 found
Millerknoll Inc,66382,False,,0,"10-K found, but Exhibit-21 missing"
Mills Music Trust,66496,False,,0,"10-K found, but Exhibit-21 missing"
Mimedx Group Inc,1376339,True,https://www.sec.gov/Archives/edgar/data/1376339/000137633925000009/ex211subsidiaries12312024.htm,3,Exhibit-21 found
Mind Medicine Mindmed Inc,1813814,False,,0,"10-K found, but Exhibit-21 missing"
MIND Technology Inc,926423,False,,0,"10-K found, but Exhibit-21 missing"
Minerals Technologies Inc,891014,False,,0,"10-K found, but Exhibit-21 missing"
Mineralys Therapeutics Inc,1933414,False,,0,"10-K found, but Exhibit-21 missing"
Minerva Gold Inc,1854816,False,,0,"10-K found, but Exhibit-21 missing"
Minerva Neurosciences Inc,1598646,False,,0,"10-K found, but Exhibit-21 missing"
MIRA Pharmaceuticals Inc,1904286,False,,0,"10-K found, but Exhibit-21 missing"
Mirion Technologies Inc,1809987,False,,0,"10-K found, but Exhibit-21 missing"
Mirum Pharmaceuticals Inc,1759425,False,,0,"10-K found, but Exhibit-21 missing"
Mission Produce Inc,1802974,False,,0,"10-K found, but Exhibit-21 missing"
Mister Car Wash Inc,1853513,True,https://www.sec.gov/Archives/edgar/data/1853513/000095017025024533/mcw-ex21_1.htm,58,Exhibit-21 found
Mistras Group Inc,1436126,False,,0,"10-K found, but Exhibit-21 missing"
Mitek Systems Inc,807863,False,,0,"10-K found, but Exhibit-21 missing"
MJ Holdings Inc,1547903,False,,0,"10-K found, but Exhibit-21 missing"
MKS Instruments Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
MMEX Resources Corp,1440799,False,,0,"10-K found, but Exhibit-21 missing"
Moatable Inc,1509223,True,https://www.sec.gov/Archives/edgar/data/1509223/000141057825000746/mtbl-20241231xex21d1.htm,13,Exhibit-21 found
Mobile Global Esports Inc,1886362,False,,0,"10-K found, but Exhibit-21 missing"
Mobile Infrastructure Corp,1847874,False,,0,"10-K found, but Exhibit-21 missing"
Mobileye Global Inc,1910139,True,https://www.sec.gov/Archives/edgar/data/1910139/000141057825000127/mbly-20241228xex21d1.htm,7,Exhibit-21 found
Mobiquity Technologies Inc,1084267,False,,0,"10-K found, but Exhibit-21 missing"
Mobivity Holdings Corp,1447380,False,,0,"10-K found, but Exhibit-21 missing"
Mobix LABS Inc,1855467,False,,0,"10-K found, but Exhibit-21 missing"
Moderna Inc,1682852,False,,0,"10-K found, but Exhibit-21 missing"
Modine Manufacturing Co,67347,True,https://www.sec.gov/Archives/edgar/data/67347/000155837025008058/mod-20250331xex21.htm,20,Exhibit-21 found
Modiv Industrial Inc,1645873,True,https://www.sec.gov/Archives/edgar/data/1645873/000164587325000027/modivreit-20241231xex211xs.htm,35,Exhibit-21 found
Modivcare Inc,1220754,True,https://www.sec.gov/Archives/edgar/data/1220754/000122075425000008/ex211-subsidiarylistx2024.htm,68,Exhibit-21 found
Modular Medical Inc,1074871,False,,0,"10-K found, but Exhibit-21 missing"
Moelis & Co,1596967,True,https://www.sec.gov/Archives/edgar/data/1596967/000095017025029070/mc-ex21_1.htm,20,Exhibit-21 found
Mohawk Industries Inc,851968,False,,0,"10-K found, but Exhibit-21 missing"
Molecular Templates Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Moleculin Biotech Inc,1659617,False,,0,"10-K found, but Exhibit-21 missing"
Molina Healthcare Inc,1179929,True,https://www.sec.gov/Archives/edgar/data/1179929/000117992925000023/moh4q24_ex211.htm,49,Exhibit-21 found
Molson Coors Beverage Co,24545,True,https://www.sec.gov/Archives/edgar/data/24545/000002454525000007/tapex21_2024123110-k.htm,12,Exhibit-21 found
Monarch Casino & Resort Inc,907242,False,,0,"10-K found, but Exhibit-21 missing"
Mondee Holdings Inc,1819395,False,,0,"10-K found, but Exhibit-21 missing"
