brand_raw,suggested_canonical,score
Firbit,Fitbit,83.33333333333333
The Quaker Oat Company,The Toro Company,81.48148148148148
Merced School Emploees Federal Credit Union,Navy Federal Credit Union,88.88888888888889
United Steel Workers,United Auto Workers,84.84848484848484
Fresh Patch,Fresh Pet,80.0
Wcp Solutions,Alight Solutions Llc,81.81818181818181
Puffy Msttress,Puffy Mattresses,86.66666666666667
Cabot Family Farms,Pero Family Farms,82.75862068965517
Blackboard,Blackbaud,84.21052631578948
Cooper Tires,Mr Cooper,80.0
Creative Action Network,Pi Network,82.35294117647058
Detroit News,E News,80.0
Revice,Revive,83.33333333333333
Raw Elements,9 Elements,88.88888888888889
Smile Brands,U Brands,85.71428571428571
Orion Mine Finance,M1 Finance,82.35294117647058
Franklin Templeton,Templeton Ia,85.71428571428571
Mack Trucks,Mack Trucking,83.33333333333333
Zips Car Wash,El Car Wash,84.21052631578948
Thompson Thrift,Thompson Gas,80.0
Park West Gallery,Z Gallery,87.5
Googyear Tire Company,Car Tire Company,85.71428571428571
Mr Pillow,My Pillow,88.88888888888889
Cardiologist Associates,Ta Associates,86.95652173913044
Southern Eye Group,Southern Strategy Group,87.5
Old Camp Whiskey,Old Crow Whiskey,81.48148148148148
Loyola University,Iona University,81.25
R + Co,R & Co,83.33333333333333
American Pest,Americas Best,84.61538461538461
Bog Pest Control,Abc Pest Control,85.71428571428571
United States Post Office,United States Steel,81.25
Usaa Insurance,Uscca Insurance,89.65517241379311
Sudden Link. Tv Provider,Live Tv Provider,81.48148148148148
Neocell,Newcell,85.71428571428571
Melin,Merlins,83.33333333333333
Guess,Guiness,83.33333333333333
Coffee Over Cardio,Jo Coffee,80.0
Freedom Credit Union Bank,Oc Credit Union,88.88888888888889
Blue Ridge Communications,Cox Communications,87.5
Patriot Food,Food 4 Patriots,88.88888888888889
Infinity Ward,> > Infinity > >,88.88888888888889
Amy'S Frozen Food,Amy'S Frozen Dinners,82.75862068965517
Giordanos,Giordano'S,84.21052631578948
Coffee & Bagel Brands,U Brands,85.71428571428571
Lp Insurance,Wps Insurance,88.0
Fox Television,Weather Group Television,83.33333333333333
MDNBC,MNBC,88.88888888888889
American Broadcasting Corp,Pbs Broadcasting,85.71428571428571
Mcdaniels Hardware,Diy Hardware,80.0
The Computer,Computershare,80.0
Choco,Coco5,80.0
#7 Cosmetics,Merit Cosmetics,85.71428571428571
B J Warehouse,Bjs Warehouse,84.61538461538461
Bully Tool,Bullytools,80.0
Saint Arnold'S Brewing Company,Bay Brewing Company,88.23529411764706
Medallion Homes,I Homes,83.33333333333333
Foxnews,Fox News,80.0
Hoover Institution,Institution Ale,84.61538461538461
American Bread Company,American Licorice Company,84.21052631578948
Sunshine Mills Pet Food,Sunshine Oil,80.0
Eo Essentials,Design Essentials,86.95652173913044
Dr. Perricone,Perricone Farms,81.81818181818181
Syco,Sysco,88.88888888888889
Richemont Group Luxury Goods,Group M,83.33333333333333
Tribute Equine Nutrition,Hum Nutrition,81.81818181818181
Centennial Bank,Central Bank,81.48148148148148
Dean& David'S,David'S Wear,80.0
Costa Coffee,Mostra Coffee,88.0
Cohn Resturants,Chain Restaurants,87.5
Industrial Metal Supply,Msc Industrial Supply,89.47368421052632
Franklin Resources Inc,Cnx Resources,81.81818181818181
Pacson,Pacsun,83.33333333333333
Plainscapital Bank,3 Bank,80.0
Everyday Essentials,Eo Essentials,86.95652173913044
Owned By Tawa Supermarkets,Owned By 3M,84.21052631578948
Integris Hospitals Of Oklahoma,Bank Of Oklahoma,81.48148148148148
John Moore Heating A N Air Conditioning,Air B N B,83.33333333333333
Leader Home Center,Diy Home Center,84.61538461538461
Wolfgang Usa,Wolfgang Puck,80.0
The Fresh Markets,Fresh Markets Grocery Store,86.66666666666667
Win Dixie Super Markets,Heb Super Markets,86.66666666666667
Missouri Western University,Missouri > >,88.88888888888889
Schwans Home Delivery Service,@ Home,80.0
Bigalo Tea,Bigelow Tea,85.71428571428571
Jkm Restaurant Partners,Bc Partners,84.21052631578948
Treasure Island Casino,Treasure Island Hotel,83.33333333333333
Ffc Fitness,Fitness 19,82.35294117647058
Medical Staffing Solutions,Wcp Solutions,81.81818181818181
The Washington Free Beacon,Nw Washington,86.95652173913044
Buzz Feed,Buzzfeed,82.35294117647058
Tucanos,Tucano'S,80.0
Frost River,Fox River,80.0
Alternative Press,Alternative To,88.0
The Show,Show Time,82.35294117647058
Sherrill Furniture,A1 Furniture,85.71428571428571
The Healy,The Real Real,82.35294117647058
Raising Cane Fast Food,Raising Cane Yeah,82.75862068965517
Title Iv Sporting Goods,Gsi Sporting Goods,87.5
Bangs Shoes,Bass Shoes,85.71428571428571
Cops,Chomps,80.0
Abc Home,At Home,80.0
Commercial Services,Commercial Tire,80.0
Pew Research Group,Taylor Research Group,87.5
Hi-Tech Fuel,Fuel 4,80.0
Farmers Ins Group,Group M,83.33333333333333
Diaspora,Diadora,80.0
Double Eagle Energy,Tc Energy,80.0
Paramount Pictures,Paramount Tv,85.71428571428571
Surftaco,Surf Taco,82.35294117647058
Hrh Collection,The Hotel Collection,83.33333333333333
Noble Energy,Tc Energy,80.0
Mlive News,E News,80.0
Kivita,Kevita,83.33333333333333
Probiotic Beverages,Ibc Beverages,81.81818181818181
Pilon,Philo,80.0
ARP,AARP,85.71428571428571
Halal Guys,5 Guys,80.0
What Petroleum Companies Are American,Car Companies,81.81818181818181
Byram Health Care,Beaumont Health Care,81.08108108108108
Itg Brands Llc,U Brands,85.71428571428571
American Veterinary Medical Association,American Nurses Association,85.1063829787234
Bush Foods,Bhu Foods,84.21052631578948
Boyd Gaming,Pc Gaming,80.0
Nation Wide Insurance,Insurance Co,85.71428571428571
Jm Family,Blank Family Group,80.0
Wormtown Brewery,Georgtown Brewery,84.84848484848484
Calacino'S Pizza,V Pizza,83.33333333333333
Chaps,Chaos,80.0
Mc Donald'S,Mc Donalds,85.71428571428571
Jimmy Buffett Margaritaville,Margaritaville Cruise,80.0
Eosfitness,Eos Fitness,85.71428571428571
Eyes Lips Face (E.L.F.) Makeup Company,Elf Eyes Lips Face,87.5
Specialty Bottle,Rt Specialty,85.71428571428571
Lombardo Home Builders,@ Home,80.0
Howard University,Rowan University,84.84848484848484
Bankunited,Oneunited Bank,83.33333333333333
Savon Pharmacy,Cvc Pharmacy,80.0
Mod Loft,A Loft,80.0
Dixiline Hardware,Diy Hardware,80.0
Sams Choice,Seasons Choice,80.0
K Mart,H Mart,83.33333333333333
Pace University,Drake University,83.87096774193549
Opentext,Open Text,82.35294117647058
Adt Protect Your Home,@ Home,80.0
Hardy'S,Howard'S,80.0
Murphy'S Naturals,Art Naturals,80.0
St Arnold Beer,> > St Arnolds Brewery > >,82.35294117647058
Scent Theory Products Llc G Mason Group,Lg Products,84.21052631578948
Dsw Shoe Warehouse,Designer Shoe Warehouse,87.5
Sunflower Bank,3 Bank,80.0
Blackstones,Blackstone Inc,80.0
Catilac,Cadilac,85.71428571428571
Global Trash Solutions,Wcp Solutions,81.81818181818181
Allied Waste Industries,Nd Industries,86.95652173913044
Korn Ferry Consulting Company,Consulting Llc,83.33333333333333
Victory Moving Services,Jk Moving,80.0
Mississippi Pub In Inver Grover Heights,Mississippi Made,81.48148148148148
Pink Clover,Clover Milk,81.81818181818181
Fednat Insurance Company,Alfa Insurance Company,87.17948717948718
Occidental Fire & Casualty Company,Casualty Co,84.21052631578948
Geronimoes Restaurant,Pdq Restaurant,83.33333333333333
Nutrax,Nurx,80.0
United States Gypsum,United States Steel,81.25
Johnson &Murphy,Johnson & Johnson,87.5
Johnston&Murphy,Johnston & Murphy,87.5
Acorn Tv,Acorntv,80.0
The Sustainable Underwear Company,The Toro Company,81.48148148148148
Accessory Brand,Accessories Brand),84.84848484848484
La Victoria,Victoria Secret,84.21052631578948
Cotton:On,Cotton On,88.88888888888889
Campbell Clinic Orthopedics,Clinic W,85.71428571428571
Gulf Ohio Railways,Ohio > >,80.0
Rothman Orthopedic Institute,The Orthopedic Institue,82.35294117647058
Falcon Financial Services,Elan Financial Services,87.8048780487805
Mossy Creek Enterprise,Enterprise Bank,80.0
Ingram Entertainment,Mga Entertainment,86.66666666666667
Vanderbuilt University Medical Center,Upmc: University Of Pittsburgh Medical Center,80.64516129032258
Community Health Systems,Health Mart Systems,84.84848484848484
Thompson Machinery,Thompson Gas,80.0
Saratoga Partners,Bc Partners,84.21052631578948
First Atlantic Capital,Reliance First Capital,81.81818181818181
Fallon Co,Fallon Research,80.0
Mountian Group Patners,Group M,83.33333333333333
Haggerty Peterson & Co,R & Co,80.0
Rogers Group,Group M,83.33333333333333
Hollywood Lazer,Hollywood Pet,81.81818181818181
King Author Flour,King Arthurr Flour,85.71428571428571
602 Coffee House,Maxwell House Coffee,85.71428571428571
Big Y. Supermarket In,Supermarket In Ojai,84.84848484848484
K- Va - T Food Stores,Ct Stores,80.0
Skincare Products,Lg Products,84.21052631578948
Pennywise Resale Store,Book Resale Store,82.75862068965517
Polynt Composites,Composites One,83.33333333333333
New River Supply,Z Supply,85.71428571428571
Huff Post,Huffpost,82.35294117647058
Hickory River,Hickory Tavern,81.48148148148148
Mountain Air Chicken,Ice Mountain,80.0
Growace,Grace,83.33333333333333
Internet Explorer,Cox Internet,80.0
Sons Of Liberty Beer & Spirits Co,R & Co,80.0
Catos,Cato,88.88888888888889
Sunchy,Such,80.0
Basics Market,Rics Market,83.33333333333333
Florence By Mills,De Florence,84.21052631578948
Sunvista,Sun Vista,82.35294117647058
Russell Cellular,Us Cellular,84.21052631578948
Unif Clothing Co,All American Clothing Co,81.48148148148148
> > Verve Credit Union > >,Oc Credit Union,88.88888888888889
Mclendons Hardware,Mcclendon'S Hardware,89.47368421052632
Adais,Aldis,80.0
The Pad,The Pga,85.71428571428571
Tampon Company,Kao Company,80.0
American Vision Windows,Mi Windows,82.35294117647058
Global Post,Pets Global,81.81818181818181
Saltbox Design,P Design,85.71428571428571
Mazios Pizza,V Pizza,83.33333333333333
Lamppost Pizza,V Pizza,83.33333333333333
Miseno Kitchen,56 Kitchen,82.35294117647058
Underamkur,Underarmour,85.71428571428571
Golden Harvest,Good Harvest,84.61538461538461
Grindr,Grinders,85.71428571428571
Pacific Blue,Blue Q,80.0
Shop Vac,Shop-Vac,87.5
Péla Phone Case,I Phone,83.33333333333333
Bogangles,Bojangles,88.88888888888889
Xyz Beverage,Blue Ridge Beverage,80.0
Brightdtar Care Home Health Care,Us Health,80.0
Le Madeline'S,La Madeleine,80.0
Sf Bay Coffee,San Francisco Bay Coffee,86.95652173913044
Jerrysartarama,Jerry'Sartrama,85.71428571428571
Alternative Apparel,Alternative To,88.0
Desert Pepper Trading,Dr Pepper,80.0
Stonehill College,Springhill College,80.0
Topgen Energy,Tc Energy,80.0
Strack & Vin Til,Strack & Van Til Grocery Store Indiana,85.71428571428571
Flynn Restaurant Group,Fox Restaurant Group,88.88888888888889
Limited Brands,U Brands,85.71428571428571
Tevani,Teva,80.0
Front Gate,Frontgate,84.21052631578948
Andys Custard Owner,Andys Frozen Custard,81.25
Presbyterian Homes,I Homes,83.33333333333333
The Cooper Companies,Car Companies,81.81818181818181
Gilda Industries,Nd Industries,86.95652173913044
Gilda Corporation,Vf Corporation,88.0
Kika Crackers,Gilda Crackers,81.48148148148148
Nusken,Nueske,83.33333333333333
7-Eleven,7-Elevyn,87.5
Coastal Carolina College,Coastal Carolina University,80.0
Living Royal,Royal King,81.81818181818181
Cottage Farms Direct,Direct Tv,80.0
Monnick'S Supply,Z Supply,85.71428571428571
Jerome Russel,Russel Crowe,80.0
Fox Farm,Farm Box,87.5
Microban,Micron,85.71428571428571
Workman Publishing,Publishing Company,83.33333333333333
Skyworks Inc,Skyworks Solution,80.0
S&B Burger,Z Burger,85.71428571428571
Natures Truth,> > Nature'S Truth > >,82.75862068965517
The Federalist,Federalist Media,83.33333333333333
Kone Credit Union,Oc Credit Union,88.88888888888889
Kone Creditunit,Kone Credit Union,81.25
Garcia'S Fish Market,Kc Market,80.0
University Of Northern Colorado,University Of Northern Iowa,89.79591836734694
Monumental Sports,Vw Sports,80.0
Los Angeles Apparel,Los Angeles Fc,88.0
First Rebublic Bank,Mid First Bank,83.33333333333333
Bento,Bnto,88.88888888888889
Chicago Mike'S,Chicago > >,87.5
La Costena,La Codena,84.21052631578948
H&R Block,R Block,87.5
Country Company Insurance,Connect Insurance Company,88.0
Chew,Chewy,88.88888888888889
UCSF,UCF,85.71428571428571
Illumination Entertainment,Mga Entertainment,86.66666666666667
The Bean Company,Green Bean Coffee Company,85.71428571428571
Misguided Us,Missguided,81.81818181818181
Meryl Lynch,Merrill Lynch,83.33333333333333
Ihealth,Ushealth,80.0
Culichi Town,> > Town,80.0
Western Asset Management,Western Management Corp,87.8048780487805
Office Basics,Sw Basics,80.0
San Francisco Federal Credit Union,Navy Federal Credit Union,88.88888888888889
Fieldroast,Field Roast,85.71428571428571
Tony Chacheres,Tony Chachere'S,89.65517241379311
Orange California,California Dreaming,83.33333333333333
Isaacs Restaurant,Pdq Restaurant,83.33333333333333
Lettuce Entertain You Enterprises,Lee Enterprises,84.61538461538461
Whiskey Barrel,10 Barrel,80.0
Desert Financial Bank,Desert Financial Credit Union,86.48648648648648
Andra Group,Group M,83.33333333333333
Moors,Monos,80.0
The Midwest Grocer,Us Grocer,80.0
Bigy,Bigby,88.88888888888889
Foc News,Fox News,87.5
Goodfair,Foodfair,87.5
Stone Mountain Usa,Stone > >,83.33333333333333
Squareup,Square Up,82.35294117647058
Diversified Restaurant Group,Fox Restaurant Group,88.88888888888889
Gte Bank,3 Bank,80.0
CEO,CO,80.0
Blue Spot Home Loans,Blue Q,80.0
American Securities Llc,Securities America,87.8048780487805
Teacher Credit Union,Oc Credit Union,88.88888888888889
Touchstone Energy,Tc Energy,80.0
California Tortilla,California Baby,80.0
Myradar,My Radar,80.0
Black Rock Cafe,Black Rock Inc,83.33333333333333
Capresso,Cafepress,82.35294117647058
Deceim,Deciem,83.33333333333333
Little Big Burger,Z Burger,85.71428571428571
Royal Prestige,Royal Crest,80.0
If Engineering,Consor Engineering,88.0
Covelli Enterprises,Lee Enterprises,84.61538461538461
The Girl'S Clothing Store,K&G Clothing Store,87.5
Klowdtv,Klowd Tv,80.0
Stew'S Leonard,Stew Leonards,88.88888888888889
Better Brands Inc,Better Planet Brands,86.66666666666667
Decium,Deciem,83.33333333333333
Peaceout Skincare,Oyo Skincare,80.0
Us Soccer,Crew Fc Soccer Team,80.0
Super Buffet,Super A,83.33333333333333
Dolly Madison,Madison Wi,82.35294117647058
Madison Square Garden,Madison Wi,82.35294117647058
Inside Edition,Insight Editions,80.0
Buffalo Spot,Buffalo 8,87.5
Upstar Nutrition,Hum Nutrition,81.81818181818181
Bbq Hldgs,Bbq Holdings,85.71428571428571
American Hospital Association,American Nurses Association,85.1063829787234
Connect Wireless,H2O Wireless,80.0
Silver Productions,101 Productions,84.61538461538461
5 Hour Energy,Tc Energy,80.0
Alden Mcdonald,Ay Mcdonald,84.21052631578948
Reit It'S A Private Prison,It'S A 10,80.0
Hardin-Simmons University,Simmons University,83.72093023255815
Sf Fitness,Ffc Fitness,85.71428571428571
T Pumps,Zoeller Pumps,83.33333333333333
Avenue A,Leg Avenue,85.71428571428571
Ithaca Gun Company,> > Ithaca > >,85.71428571428571
Boba Guys,Bbq Guys,82.35294117647058
David'S Tea,David'S Wear,86.95652173913044
Franklin Farmers Market In Franklin In,Ricks Farmers Market,82.35294117647058
Visual Concepts Entertainment,Mga Entertainment,86.66666666666667
Bertuccis Italian Restaurant,Bravo Italian Restaurant,85.71428571428571
Network Solutions,Pi Network,82.35294117647058
Domains,Domino's,80.0
C.F. Martin Guitar,Martin Guitars,81.25
Trulabs,Tulas,83.33333333333333
Chesapeake Church,Chesapeake Bay,83.33333333333333
Google Meet,Google Nest,81.81818181818181
Mcafee Software,Madcap Software,80.0
Hydro Flask,> > Hydro > >,83.33333333333333
Stern'S Bakery,A Bakery,85.71428571428571
Doubletree,Double Tree,85.71428571428571
Jollyrancher,Jolly Rancher,88.0
Quest Protein,Pure Protein,80.0
Machine Zone,Bowe Machine,83.33333333333333
MZ,TMZ,80.0
Sobeys,Sobs,80.0
What Does Thumbs Up Mean,I Mean,80.0
Thrasher,Trashie,80.0
Milk Cosmetics,#7 Cosmetics,85.71428571428571
A St. Louis Grocery Chain,Or Grocery Chain,89.65517241379311
Paper Magazine,Harpers Magazine,86.66666666666667
Paneta,Panera,83.33333333333333
University Of St. Thomas,University Of Akron,81.25
Blue Ribbon Brewing,Blue Q,80.0
Markwins,Harkins,80.0
Whiskey Warehouse,Bjs Warehouse,81.81818181818181
Southwest Research Institute,Sas Institute,81.81818181818181
Environmental Working Group,Group M,83.33333333333333
Ds Services,Trading Tech Trends Services,84.21052631578948
Us Beauty Mart,A Beauty,85.71428571428571
Green Solar Technologies,Dell Technologies,82.75862068965517
Nugget Marketplace,Nugget Markets,81.25
Waste Management Disposal,Nd Management,86.95652173913044
American University,Iona University,80.0
Spalife,Saltlife,80.0
Gap Kids,Kids R Kids,80.0
Pizza Press,J Press,83.33333333333333
Whitecap,Whiteclaw,82.35294117647058
Robertos Taco Shop,Roberto'S Taco,81.25
American Plant,American Pest,81.48148148148148
Cotton + Steel,Cotton On,80.0
Nations Restaurant,Ovation Restaurant,88.88888888888889
Rume,Rumke,88.88888888888889
Gerhards,Merards,80.0
Liberty Station,State & Liberty,80.0
A Mark Financial,Gm Financial,85.71428571428571
Cosmetics Zo Skin Care,#7 Cosmetics,85.71428571428571
Employers Mutual Casualty Company,Casualty Co,84.21052631578948
Country Mart,County Market,88.0
Hyundui,Hyundai,85.71428571428571
Jules Pizza,Jets Pizza,85.71428571428571
Premira,Permira,85.71428571428571
Rugsusa,Rugs Usa,80.0
Rook Coffee,Jo Coffee,80.0
Grocery Store In The Midwest,Moms Grocery Store,83.87096774193549
Adrianna Papell,Adrianne Papel,89.65517241379311
Off Road Parts Manufacturer,Tool Manufacturer,82.75862068965517
Dillard'S Department Stores,Dillard'S Inc,81.81818181818181
Los Angeles Football Club,Los Angeles Fc,88.0
Golden Road Brewery,Golden Road Brewing,84.21052631578948
Club Fit,Fight Club,88.88888888888889
Churches Chicken,Church'S Chicken,87.5
H &R Block,H&R Block,84.21052631578948
Della,Dabella,83.33333333333333
Stx Lacrosse,Stringking Lacrosse,80.0
Prims,Prime,80.0
Saint Cloud State University,Utah State University,86.48648648648648
Letgo,Lego,88.88888888888889
Mardel'S,Mardels,80.0
Cabi Clothes,Cabi Clothing,80.0
Capstone Industries,Nd Industries,86.95652173913044
R J Reynolds,Reynolds & Reynolds,88.88888888888889
P. K. Kinder Co,P.K. Kinder Co,82.75862068965517
Radford University,Wofford University,83.33333333333333
Hydromate,Hydromax,82.35294117647058
Parts Of Va,> > Factory Motor Parts Of Eagan,84.21052631578948
One Republic Insurance,E Republic,88.88888888888889
Not Your Mother'S Hair Care,Chi Hair Care,81.81818181818181
Kent International,Advent International,89.47368421052632
Porshe,Porche,83.33333333333333
Wilshire Associates Incorporated,Ta Associates,86.95652173913044
Lw Skin Care,Abnormal Skin Care,85.71428571428571
Pizza My Heart,V Pizza,83.33333333333333
Maverick Fuel Company,Fuel 4,80.0
Capitol Research Center,Pew Research Center,88.23529411764706
American Broadcast Company,American Bread Company,87.5
Ordinary Cosmetics,#7 Cosmetics,85.71428571428571
Allegacy Bank,Ally Bank,81.81818181818181
Norton Healthcare Staffing,Us Healthcare,86.95652173913044
Reign Body Feul,Reign Total Body Fuel,80.0
Ajmadison,Aj Madison,84.21052631578948
Honest Kitchen. It Is A Pet Food Company,The Pet Food Company,88.88888888888889
Rice Box The Chinese Restaurant In Houston,Pdq Restaurant,83.33333333333333
Caseitfy,Casetify,87.5
Aspen Kay Naturals,Art Naturals,80.0
Peloton,Peleton,85.71428571428571
The Inkey Line,The Inkey List,85.71428571428571
Cancer Action Network,Pi Network,82.35294117647058
American Strategic Insurance,Insurance Co,85.71428571428571
Palio'S Pizza,Paisano'S Pizza,85.71428571428571
Downey Pizza Company,V Pizza,83.33333333333333
Corpus Naturals,Art Naturals,80.0
Burgerim,Burgerfi,87.5
Outdoor Recreation Company Of America,Bank Of America,80.0
Wahls Appliances,Lg Appliances,86.95652173913044
Anastasia Beverley Hills Cosmetics,#7 Cosmetics,85.71428571428571
University Of Vermont,University Of Akron,85.0
Aurobindo Pharmaceuticals,Lilly Pharmaceuticals,83.33333333333333
Top Shop,Pop Shop,87.5
Martins Supermarkets In South Bend,Weiss Supermarkets,80.0
Eureka! It Is A Restaurant Group Mostly,Fox Restaurant Group,88.88888888888889
Azul Airlines,Sw Airlines,84.21052631578948
The Help,The Healy,82.35294117647058
Grant Aviation,Aviation Gin,84.61538461538461
Apple Records,Red Apple,81.81818181818181
University Of Richmond,University Of Akron,81.25
J. Knipper And Company,Shay And Company,81.48148148148148
Edgars Bakery,A Bakery,85.71428571428571
Pacific Sunware Of California,California Pacific Homes,85.71428571428571
Suffolk University,Iona University,80.0
Radwell,Ridwell,85.71428571428571
Leslie'S Pools Supplies,Leslie'S Pool Supply,88.37209302325581
Fatty'S Pub & Grill In Dekalb,Grill > >,83.33333333333333
Athenahealth,Athena Health,88.0
Dark Matter Coffee,Jo Coffee,80.0
It'S A Burger Place In Austin,Z Burger,85.71428571428571
Super Deluxe,Super A,83.33333333333333
Bite Beauty,A Beauty,85.71428571428571
Smegg,Smeg,88.88888888888889
Save-Mart,Savemart,82.35294117647058
Soilaway,Solaray,80.0
Milgard Windows,Mi Windows,82.35294117647058
Founded In 2004 By Jason Young,B Jason,83.33333333333333
David Stoddard,David Steward,81.48148148148148
Hype Fitness,Fitness 19,82.35294117647058
Milka,Mila,88.88888888888889
The Clark Collection,Tea Collection,83.33333333333333
Saint Louis University,Washington University In St. Louis,84.21052631578948
Freebirds The Burrito Place,Freebirds World Burrito,85.0
Kkw Cosmetics,#7 Cosmetics,85.71428571428571
University Of North Florida,University Of Central Florida,87.5
Tiger Direct,Direct Tv,80.0
Frey,Freely,80.0
Plamondon Companies,Car Companies,81.81818181818181
North Coast Organics,O Organics,88.88888888888889
Located Mainly In Ohio,Ohio > >,80.0
Dr Jart,Dr. Jart+,87.5
Ford Automobile,Dodge Automobiles,81.25
United Vanlines,United Headlines,83.87096774193549
Hiene Brothers,Heinz Brothers,85.71428571428571
The Sandwich Place,The National Sub Sandwich Chain,80.0
Wildflower Phone Cases,I Phone,83.33333333333333
Wacom,Wanco,80.0
Hofstra University,Iona University,80.0
Tnt Fireworks,Phantom Fireworks,81.81818181818181
Teladoc,Teledoc,85.71428571428571
Envista Credit Union,Ent Credit Union,88.88888888888889
Haynes Furniture Store,A1 Furniture,85.71428571428571
Grocery Franchise,Franchise Group,81.25
Yandy,Jandy,80.0
Cearve,Carvel,83.33333333333333
Dollerama,Dollarama,88.88888888888889
Not Your Mother'S Natural,Not Your Mother'S Hair Care,80.95238095238095
Gray Media Group,Eo Media Group,88.0
Amny News,E News,80.0
Buffalo London,Buffalo 8,87.5
Super King Markets,Heb Super Markets,86.66666666666667
Kelly Toy Holdings Llc,M1 Holdings,84.21052631578948
Cabo Bob'S,Cabo Bob,88.88888888888889
Maryland Institute College Of Art. As A Student,Sas Institute,81.81818181818181
Lifeaid Beverage Co,Xyz Beverage,80.0
Mood Food,Goode Foods,80.0
Safari Club International,Rti International,86.66666666666667
Provino'S Italian Restaurant,Bravo Italian Restaurant,85.71428571428571
Labatt Brewery,> > Labatt > >,85.71428571428571
Next Level Burger,Z Burger,85.71428571428571
Wexner,Wenger,83.33333333333333
Bai,Bain,85.71428571428571
Gander Rv,Gander Mountain,80.0
The Mattress Company,Or Bear Mattress Company,88.88888888888889
Boston Bed Company,The Boston Beer Company,87.5
Pop Socket,> > Pop Sockets > >,86.95652173913044
Hagen Daaz,Haagen Dazs,85.71428571428571
Mighty Fine,Mighty Fix,85.71428571428571
Bmc - Building Materials,Western Pacific Building Building Materials,85.71428571428571
Construction Solutions,Dpr Construction,85.71428571428571
M&S,MS,80.0
Zoe'S Mediterranean,Salem'S - It'S A Mediterranean Food Chain,81.25
Warren Nj,Cameron Energy Company In Warren County,80.0
Fuddruckers. It'S A Burger Place,Z Burger,85.71428571428571
Tippy'S,Zippy'S,85.71428571428571
Johns Incrediblr Pizza,V Pizza,83.33333333333333
Stu Leonard'S,Stew Leonard'S,88.88888888888889
Cineplex,Cinelux,80.0
Chicken Kitchen,56 Kitchen,82.35294117647058
Amc Theaters Entertainment,Mga Entertainment,86.66666666666667
Allegis Group,Group M,83.33333333333333
Buffalo Boots,Buffalo 8,87.5
Bh Cosmetics,Merit Cosmetics,85.71428571428571
Sterling Bank & Trust,Home Trust Bank,80.0
Jeannie-O,Jennie O,82.35294117647058
Scruba Dub Car Wash,El Car Wash,84.21052631578948
Brimar Industries,Nd Industries,86.95652173913044
Dutch Btothets Coffee,Dutch Bros Coffee,84.21052631578948
Coavas,Cava,80.0
Pudgies Pizza,V Pizza,83.33333333333333
New Girl Television Show,Fox Television,83.33333333333333
Ht Intermediate Holdings Corp,M1 Holdings,84.21052631578948
Menchies'S,Menchies,88.88888888888889
Benifit Cosmetics,#7 Cosmetics,85.71428571428571
Musi,Mushie,80.0
Staff Force Personnel Services,Ds Services,84.21052631578948
The Bracelet Company,The Bean Company,81.48148148148148
Pizza Guys,V Pizza,83.33333333333333
16 Handles,Handles Ice Cream,82.35294117647058
Beautycontrol,Beautycounter,84.61538461538461
American Institute Of Architects,American Heart Institute,85.71428571428571
AIA,IA,80.0
Mercy Hospital Of Buffalo,Buffalo 8,87.5
5 Minute Oil Change,Take 5 Oil Change,82.75862068965517
Blackrock Global,Blackrock Inc,81.81818181818181
Remax Infinity Overland Park Ks,> > Infinity > >,88.88888888888889
Started In Iowa,Started In Costa Mesa,80.0
St Vincents Assencion Healthcare,Us Healthcare,86.95652173913044
State Bank Of The Lakes,Bank Of Nh,82.35294117647058
University Of Dallas,University Of Tampa,82.05128205128204
Gsk Companies,Cell Phone Companies,81.81818181818181
Old Stump Brewing Company La Verne Ca,Bay Brewing Company,88.23529411764706
Roundy'S,Rudy'S,85.71428571428571
Mennard,Menards,85.71428571428571
Owns 19 Crimes,19 Crimes Wines,82.75862068965517
Coco'S,Costco'S,85.71428571428571
Organic Baby Food,Imperfect Foods. It Sells Organic Food,82.75862068965517
The Boring Company,The Jordan Company,83.33333333333333
Large Online Clothing Retailer,The Clothing Retailer,89.47368421052632
Politi-Fact,Politifact,85.71428571428571
Organic Spices,Organic Soups,81.48148148148148
Spicely,Spice,83.33333333333333
Kkw Beauty,A Beauty,85.71428571428571
Lift It Manufacturing,Manufacturing 3M,89.65517241379311
Jr Liggett'S,Jr Liggetts,86.95652173913044
Becca Cosmetics,#7 Cosmetics,85.71428571428571
The Good Home Co,The Home T,88.88888888888889
Simple Bank,3 Bank,80.0
Nature'S Bounty Vitamins,Nature'S Way,80.0
Pw'S Ice Cream,Perry'S Ice Cream,83.87096774193549
Joellas Fried Chicken,Lee'S Fried Chicken,81.25
Hooters,Scooters,80.0
Grubhub,Grub Hub,80.0
Jennys,Dennys,83.33333333333333
Rebock,Reebok,83.33333333333333
Lakeshore Inn,Lakeshore Educational Toys,81.81818181818181
Portland Cider Company Please,Portland Or,84.21052631578948
Telecare Corporation,Vf Corporation,88.0
Artnaturals,Art Naturals,86.95652173913044
Pharmacann,Pharmaca,88.88888888888889
American Action News,American Nurses Association,80.85106382978724
Casper'S Ice Cream,Chapman'S Ice Cream,81.08108108108108
Prestige Brands,U Brands,85.71428571428571
Lindenwood University,Iona University,80.0
Hask Hair Care Division,Chi Hair Care,81.81818181818181
Lumber Liquidators,Rp Lumber,80.0
Stone Island,Stone > >,83.33333333333333
